,Player,Eligible,Hall_of_Fame,MVP,Finals_MVP,NBA_Champ,All_NBA,All_Defensive,Def_POY,All_Star,Scoring_Champ,TRB_Champ,AST_Champ,STL_Champ,BLK_Champ,All_ABA,ABA_Champ,ROY,FG_per_game,FGA_per_game,3P_per_game,3PA_per_game,2P_per_game,2PA_per_game,FT_per_game,FTA_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,PTS_per_game,G_totals,GS_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,PTS_totals,Trp_Dbl_totals,PER_advanced,TS%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
808,Paul Cloyd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.7,,,,,0.7,1.1,,,,0.3,,,2.7,7,,7,26,.269,,,,,,,,5,8,.625,,,,2,,,19,,,.322,-0.1,0.0,-0.1,,,,,
809,Bob Cluggish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.6,,,,,1.0,1.7,,,,0.4,,,4.4,54,,93,356,.261,,,,,,,,52,91,.571,,,,22,,,238,,,.300,-0.1,1.1,1.1,,,,,
810,Ben Clyde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.9,,,,,0.3,0.4,0.6,1.0,1.6,0.2,0.2,0.1,2.8,25,,31,72,.431,,,,,,,,7,9,.778,15,26,41,5,5,3,69,,11.3,.454,0.0,0.2,0.2,.066,-4.1,-0.2,-4.3,-0.1
811,Amir Coffey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,4.8,1.0,2.5,1.2,2.2,1.0,1.3,0.3,1.7,2.0,1.2,0.4,0.1,6.2,131,32,279,623,.448,125,329,.380,154,294,.524,.548,134,166,.807,40,217,257,160,53,17,817,,12.2,.587,2.7,2.0,4.6,.105,-0.9,0.0,-0.9,0.6
812,Richard Coffey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.4,0.0,0.0,0.5,1.4,0.2,0.4,0.8,0.7,1.5,0.1,0.1,0.1,1.3,52,1,28,75,.373,0,1,.000,28,74,.378,.373,12,22,.545,42,37,79,3,6,4,68,,7.9,.402,0.1,0.1,0.2,.037,-3.9,-3.1,-7.0,-0.4
813,Fred Cofield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.9,0.1,0.3,1.5,3.6,0.2,0.4,0.1,0.9,1.0,1.7,0.4,0.1,3.4,50,1,77,195,.395,3,16,.188,74,179,.413,.403,12,20,.600,7,44,51,86,22,3,169,,7.7,.415,-1.1,0.6,-0.5,-0.044,-5.0,0.3,-4.7,-0.3
814,John Coker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.8,0.0,0.0,0.7,1.8,0.2,0.2,0.5,0.7,1.2,0.1,0.1,0.1,1.6,25,0,18,44,.409,0,0,,18,44,.409,.409,5,6,.833,12,17,29,3,2,3,41,,8.9,.440,0.0,0.1,0.1,.031,-3.5,-1.9,-5.5,-0.1
815,Norris Cole,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6.9,0.6,1.8,2.2,5.1,0.8,1.1,0.2,1.7,2.0,2.7,0.8,0.1,7.0,360,60,1005,2469,.407,207,639,.324,798,1830,.436,.449,289,389,.743,79,623,702,981,280,34,2506,,9.2,.475,-3.2,6.2,3.0,.018,-3.4,-0.7,-4.1,-4.1
816,Ben Coleman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.0,0.0,0.0,2.6,5.0,1.4,1.9,1.3,2.7,4.1,0.6,0.4,0.4,6.6,227,42,583,1129,.516,0,5,.000,583,1124,.519,.516,328,432,.759,305,623,928,128,94,99,1494,,12.3,.566,1.7,3.4,5.0,.067,-2.8,-0.6,-3.4,-1.3
817,Derrick Coleman,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5.9,13.2,0.4,1.4,5.5,11.8,4.3,5.5,2.7,6.6,9.3,2.5,0.8,1.3,16.5,781,672,4616,10335,.447,326,1105,.295,4290,9230,.465,.462,3326,4326,.769,2079,5153,7232,1985,606,1051,12884,4,18.0,.526,28.4,35.8,64.3,.119,1.2,0.2,1.4,22.3
818,E.C. Coleman,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.1,6.7,,,,,1.0,1.4,1.9,4.2,6.0,1.3,0.9,0.4,7.2,357,,1104,2378,.464,,,,,,,,345,497,.694,661,1490,2151,472,305,142,2553,,10.0,.492,3.0,9.8,12.8,.066,-2.3,0.2,-2.0,0.0
819,Jack Coleman,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4.4,10.7,,,,,1.7,2.5,,,9.2,2.8,,,10.6,633,,2813,6763,.416,,,,,,,,1095,1575,.695,,,5186,1749,,,6721,,15.8,.451,22.3,25.4,47.7,.107,,,,
820,Norris Coleman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.6,0.0,0.1,2.2,6.5,0.7,1.2,1.2,1.6,2.8,0.4,0.4,0.2,5.3,29,11,66,191,.346,1,2,.500,65,189,.344,.348,20,36,.556,36,45,81,13,11,6,153,,6.6,.370,-0.8,0.4,-0.4,-0.046,-5.2,-1.9,-7.1,-0.6
821,Bimbo Coles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,0.3,1.1,2.7,5.9,1.5,1.8,0.6,1.6,2.1,3.9,0.9,0.2,7.8,852,354,2549,5991,.425,252,943,.267,2297,5048,.455,.447,1278,1576,.811,469,1351,1820,3313,735,134,6628,,12.1,.496,14.9,12.4,27.4,.065,-1.3,-0.3,-1.6,1.9
822,Jason Collier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.9,0.0,0.1,2.2,4.8,1.0,1.4,1.2,1.8,2.9,0.3,0.2,0.2,5.6,151,65,338,743,.455,7,20,.350,331,723,.458,.460,158,214,.738,175,268,443,51,36,32,841,,11.7,.502,1.1,0.8,1.9,.042,-2.9,-2.5,-5.4,-1.9
823,Art Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.4,0.0,0.1,1.2,3.3,0.8,1.2,0.7,0.8,1.4,0.9,0.4,0.0,3.2,29,,35,99,.354,0,2,.000,35,97,.361,.354,24,36,.667,19,22,41,25,11,1,94,,4.3,.409,-0.6,0.2,-0.4,-0.054,-4.4,-1.4,-5.8,-0.4
824,Don Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,8.4,0.0,0.1,4.1,8.3,1.7,2.3,1.4,1.3,2.8,1.8,1.1,0.3,9.8,303,45,1235,2548,.485,2,29,.069,1233,2519,.489,.485,511,682,.749,429,408,837,546,332,98,2983,,14.5,.524,2.5,8.0,10.5,.082,-0.7,0.9,0.2,3.5
825,Doug Collins,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7.1,14.1,0.0,0.0,7.1,14.1,3.8,4.5,1.1,2.1,3.2,3.3,1.2,0.3,17.9,415,197,2927,5839,.501,0,1,.000,2927,5838,.501,.501,1573,1888,.833,459,880,1339,1368,518,114,7427,,16.1,.557,27.3,10.7,38.0,.131,0.8,-0.4,0.4,8.4
826,James Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.4,0.4,0.9,0.5,1.5,0.3,0.6,0.3,0.3,0.6,0.1,0.3,0.1,2.6,23,0,21,55,.382,9,20,.450,12,35,.343,.464,8,14,.571,7,7,14,3,6,3,59,,15.3,.482,0.0,0.0,0.0,.008,1.0,-2.0,-1.0,0.0
827,Jarron Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.8,0.0,0.0,1.3,2.8,1.3,1.9,1.2,1.7,2.9,0.8,0.3,0.2,3.9,542,216,682,1500,.455,0,5,.000,682,1495,.456,.455,731,1046,.699,645,934,1579,419,138,98,2095,,9.4,.534,10.3,5.4,15.7,.088,-2.6,-0.5,-3.1,-2.5
828,Jason Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.0,0.0,0.0,1.2,3.0,1.1,1.6,1.2,2.4,3.7,0.9,0.5,0.5,3.6,735,477,918,2234,.411,7,34,.206,911,2200,.414,.412,778,1202,.647,915,1791,2706,626,368,359,2621,,7.0,.474,0.7,19.4,20.1,.064,-4.6,0.8,-3.7,-6.5
829,Jimmy Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.9,,,,,0.6,0.8,,,0.9,0.9,,,3.8,74,,118,285,.414,,,,,,,,45,56,.804,,,66,70,,,281,,12.2,.454,-0.1,0.7,0.6,.044,,,,
830,John Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,11.6,0.9,2.5,5.5,9.1,2.6,3.3,2.5,5.9,8.3,1.6,0.6,1.0,16.5,293,242,1900,3396,.559,277,736,.376,1623,2660,.610,.600,760,975,.779,722,1719,2441,455,167,304,4837,,20.5,.632,20.6,7.5,28.1,.159,2.0,-0.5,1.5,7.4
831,Mardy Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.1,0.2,0.7,1.4,3.4,0.6,1.0,0.5,1.3,1.8,1.7,0.6,0.1,3.9,189,31,296,778,.380,38,127,.299,258,651,.396,.405,112,187,.599,91,245,336,327,110,22,742,,7.9,.431,-3.2,1.7,-1.6,-0.027,-4.3,-0.1,-4.4,-1.7
832,Sherron Collins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.3,0.1,0.5,0.3,0.8,0.1,0.1,0.0,0.3,0.3,0.4,0.1,0.0,0.9,20,0,7,25,.280,2,10,.200,5,15,.333,.320,1,1,1.000,0,5,5,8,2,0,17,,3.6,.334,-0.2,0.0,-0.2,-0.121,-6.0,-2.1,-8.0,-0.1
833,Zach Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.0,0.5,1.6,1.7,3.4,1.0,1.3,1.2,3.0,4.2,1.1,0.3,0.7,6.0,182,16,412,912,.452,96,294,.327,316,618,.511,.504,179,241,.743,225,542,767,200,60,125,1099,,11.7,.540,1.5,3.6,5.1,.077,-2.5,0.2,-2.2,-0.2
834,Kyle Collinsworth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.1,0.1,0.5,1.1,2.6,0.7,1.3,1.0,2.3,3.3,1.8,0.5,0.3,3.2,32,2,38,99,.384,4,17,.235,34,82,.415,.404,21,40,.525,32,75,107,56,17,9,101,,10.0,.433,-0.1,0.5,0.5,.046,-3.5,0.9,-2.6,-0.1
835,Darren Collison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,9.8,0.9,2.3,3.7,7.5,2.4,2.8,0.5,2.2,2.7,5.0,1.2,0.1,12.5,711,518,3272,6944,.471,635,1613,.394,2637,5331,.495,.517,1682,1973,.853,332,1557,1889,3545,820,106,8861,1,16.2,.567,34.4,15.5,49.9,.115,0.9,-0.4,0.5,13.4
836,Nick Collison,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.6,0.0,0.1,2.4,4.4,1.0,1.4,1.9,3.2,5.2,1.0,0.5,0.5,5.9,910,177,2212,4146,.534,21,101,.208,2191,4045,.542,.536,914,1265,.723,1766,2935,4701,939,446,469,5359,,13.2,.570,26.4,18.1,44.5,.115,-1.4,0.1,-1.3,3.1
837,Joe Colone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7.5,,,,,0.9,1.3,,,,0.6,,,5.5,15,,35,113,.310,,,,,,,,13,19,.684,,,,9,,,83,,,.342,-0.2,0.3,0.1,,,,,
838,Bonzie Colson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.9,0.6,2.6,1.0,2.3,1.0,1.1,1.0,2.8,3.8,0.4,0.6,0.1,4.9,8,2,13,39,.333,5,21,.238,8,18,.444,.397,8,9,.889,8,22,30,3,5,1,39,,12.9,.454,0.0,0.2,0.2,.085,-2.6,-0.8,-3.5,0.0
839,Sean Colson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.8,0.1,0.4,0.4,1.5,0.2,0.3,0.2,0.3,0.5,0.8,0.1,0.0,1.2,13,0,6,24,.250,1,5,.200,5,19,.263,.271,2,4,.500,2,4,6,10,1,0,15,,6.8,.291,-0.1,0.0,-0.1,-0.106,-5.7,-3.2,-8.9,-0.1
840,Steve Colter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.5,0.1,0.5,2.3,5.0,1.2,1.6,0.6,1.4,2.0,2.8,0.9,0.1,6.3,526,170,1295,2891,.448,76,263,.289,1219,2628,.464,.461,653,839,.778,297,754,1051,1482,463,76,3319,,12.9,.509,8.4,8.9,17.3,.087,-0.9,0.7,-0.2,4.4
841,Glen Combs,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5.7,13.2,1.1,2.9,4.6,10.2,4.0,4.9,0.7,1.9,2.6,3.5,0.6,0.1,16.5,465,,2652,6121,.433,503,1369,.367,2149,4752,.452,.474,1859,2296,.810,325,905,1230,1639,56,13,7666,,14.2,.537,25.5,8.9,34.3,.108,0.1,-1.8,-1.7,0.2
842,Leroy Combs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.4,0.0,0.1,1.7,3.3,1.2,1.9,0.4,0.8,1.2,0.8,0.5,0.4,4.5,48,0,81,163,.497,0,3,.000,81,160,.506,.497,56,91,.615,19,37,56,38,23,18,218,,13.5,.537,-0.2,0.6,0.4,.041,-1.3,0.5,-0.8,0.1
843,John Comeaux,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.7,0.0,0.0,1.2,2.7,1.0,1.4,,,1.2,0.5,,,3.3,23,,27,63,.429,0,0,,27,63,.429,.429,23,32,.719,,,28,11,,,77,,10.3,.499,0.2,0.2,0.4,.111,,,,
844,Dallas Comegys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.0,0.0,0.0,2.3,4.9,1.5,2.2,1.2,2.0,3.2,0.7,0.5,0.9,6.0,142,27,322,704,.457,0,3,.000,322,701,.459,.457,212,311,.682,166,286,452,95,78,133,856,,10.7,.509,-1.3,2.5,1.1,.024,-4.0,0.4,-3.6,-0.9
845,Larry Comley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3.1,,,,,0.8,1.3,,,1.6,1.0,,,2.1,12,,8,37,.216,,,,,,,,9,16,.563,,,19,12,,,25,,5.6,.284,-0.4,0.1,-0.3,-0.167,,,,
846,Jeffrey Congdon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6.6,0.3,1.2,2.2,5.5,1.2,1.5,0.5,1.6,2.0,3.3,,,6.5,306,,764,2029,.377,102,358,.285,662,1671,.396,.402,365,457,.799,111,384,601,1002,,,1995,,8.6,.447,-1.3,7.6,6.3,.048,,,,
847,Gene Conley,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.4,,,,,1.1,1.7,,,6.3,0.6,,,5.9,351,,833,2244,.371,,,,,,,,403,613,.657,,,2212,201,,,2069,,10.2,.412,-3.8,8.8,5.1,.042,,,,
848,Larry Conley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1,,1,4,.250,0,0,,1,4,.250,.250,0,0,,0,0,0,0,,,2,,-11.4,.250,0.0,0.0,0.0,-0.111,,,,
849,Mike Conley,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.3,12.0,1.6,4.1,3.7,7.9,2.8,3.4,0.5,2.5,3.0,5.6,1.4,0.2,14.8,958,922,5042,11482,.439,1489,3899,.382,3553,7583,.469,.504,2648,3231,.820,456,2416,2872,5407,1363,197,14221,,17.6,.551,55.4,31.4,86.8,.136,2.1,0.4,2.5,34.8
850,Ed Conlin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,10.4,,,,,2.4,3.2,,,4.8,2.0,,,10.1,486,,1862,5039,.370,,,,,,,,1167,1556,.750,,,2349,949,,,4891,,13.0,.427,2.3,11.9,14.2,.060,,,,
851,Marty Conlon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.1,0.0,0.2,2.5,4.9,1.3,1.8,1.3,2.1,3.5,1.0,0.4,0.2,6.5,379,29,967,1942,.498,15,75,.200,952,1867,.510,.502,505,687,.735,498,812,1310,378,148,73,2454,,13.2,.547,5.5,3.4,8.9,.068,-1.4,-1.3,-2.7,-1.1
852,Pat Connaughton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.9,1.1,3.1,1.1,1.9,0.4,0.6,0.7,2.7,3.3,1.2,0.5,0.3,5.9,417,35,910,2045,.445,464,1272,.365,446,773,.577,.558,185,232,.797,286,1106,1392,521,197,118,2469,,11.7,.575,9.1,9.0,18.1,.112,-0.4,0.5,0.0,3.9
853,Jimmy Conner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.6,0.0,0.1,1.8,3.5,0.9,1.2,0.5,0.7,1.2,1.6,0.5,0.2,4.4,24,,42,86,.488,0,3,.000,42,83,.506,.488,22,29,.759,12,16,28,38,11,5,106,,12.2,.537,0.0,0.2,0.3,.053,-1.8,0.3,-1.5,0.1
854,Lester Conner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.3,0.0,0.2,2.4,5.1,1.5,2.0,0.9,1.8,2.7,3.9,1.6,0.1,6.3,687,281,1639,3618,.453,22,109,.202,1617,3509,.461,.456,1037,1378,.753,633,1228,1861,2669,1085,64,4337,3,14.1,.513,13.9,14.7,28.6,.092,-0.6,1.6,1.0,11.3
855,Chuck Connors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,7.4,,,,,0.8,1.6,,,,0.8,,,4.5,53,,99,393,.252,,,,,,,,41,87,.471,,,,41,,,239,,,.277,-1.0,0.7,-0.3,,,,,
856,Will Conroy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,0.0,0.4,0.2,1.0,0.1,0.5,0.3,0.4,0.7,1.0,0.0,0.0,0.4,16,0,3,22,.136,0,6,.000,3,16,.188,.136,1,8,.125,4,7,11,16,0,0,7,,-3.1,.137,-0.4,0.0,-0.4,-0.174,-9.6,-3.1,-12.7,-0.3
857,Anthony Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.3,0.0,0.1,1.4,3.2,0.7,1.4,1.5,2.2,3.7,0.3,0.4,0.8,3.6,116,25,166,378,.439,0,6,.000,166,372,.446,.439,86,164,.524,172,256,428,34,43,91,418,,11.0,.464,0.2,0.9,1.0,.033,-2.7,-1.0,-3.7,-0.7
858,Bert Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.6,,,,,0.9,1.4,,,1.9,0.9,,,3.2,37,,42,133,.316,,,,,,,,34,50,.680,,,72,33,,,118,,8.7,.381,-0.4,0.3,0.0,-0.006,,,,
859,Bobby Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,12.2,,,,,2.8,3.5,,,,3.1,,,11.5,51,,222,620,.358,,,,,,,,143,181,.790,,,,158,,,587,,,.420,2.1,-0.3,1.9,,,,,
860,Brian Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.9,0.6,1.6,1.6,3.3,0.5,0.7,0.7,1.9,2.6,0.6,0.3,0.3,5.5,421,74,915,2083,.439,262,686,.382,653,1397,.467,.502,220,281,.783,308,807,1115,252,135,134,2312,,13.1,.524,4.8,5.3,10.2,.086,-1.0,-0.6,-1.6,0.5
861,Daequan Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.3,1.3,3.8,1.0,2.5,0.5,0.6,0.2,1.9,2.1,0.7,0.4,0.1,6.4,328,49,758,2056,.369,442,1232,.359,316,824,.383,.476,156,192,.813,75,628,703,243,120,48,2114,,9.1,.494,0.6,4.3,4.9,.039,-1.5,-1.2,-2.7,-1.1
862,Darwin Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,8.9,0.1,0.5,4.0,8.5,1.3,1.7,0.7,1.4,2.1,3.7,1.7,0.3,9.5,612,143,2479,5475,.453,55,280,.196,2424,5195,.467,.458,807,1056,.764,424,884,1308,2248,1044,203,5820,,13.8,.490,3.3,19.7,22.9,.078,-1.0,1.6,0.6,9.4
863,Jeff Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,4.5,0.0,0.0,2.1,4.5,1.1,1.5,1.7,2.9,4.5,1.4,0.6,0.4,5.3,518,70,1085,2351,.462,1,18,.056,1084,2333,.465,.462,563,786,.716,857,1477,2334,707,306,215,2734,,10.9,.507,4.9,12.8,17.7,.088,-2.0,0.6,-1.4,1.6
864,Norm Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.8,,,,,0.3,0.6,0.4,0.7,1.1,0.2,0.4,0.1,2.4,27,,28,75,.373,,,,,,,,9,17,.529,11,19,30,6,10,3,65,,9.8,.394,-0.3,0.2,-0.1,-0.018,-4.9,0.5,-4.4,-0.1
865,Omar Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.3,0.0,0.2,0.8,2.1,0.1,0.3,0.2,0.4,0.6,2.1,0.7,0.0,1.7,22,0,17,51,.333,0,5,.000,17,46,.370,.333,3,6,.500,5,8,13,46,16,1,37,,9.0,.345,-0.3,0.2,-0.1,-0.021,-3.8,1.0,-2.7,0.0
866,Quinn Cook,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.5,1.0,2.3,1.6,3.2,0.3,0.4,0.2,1.4,1.7,1.6,0.3,0.0,6.4,188,29,479,1039,.461,180,441,.408,299,598,.500,.548,62,78,.795,46,268,314,298,52,7,1200,,12.3,.559,2.2,1.9,4.1,.073,-0.8,-1.5,-2.3,-0.2
867,Tyler Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.4,0.0,0.0,1.5,2.3,0.7,1.2,0.8,1.7,2.5,0.3,0.2,0.1,3.8,65,3,100,153,.654,1,2,.500,99,151,.656,.657,45,75,.600,50,112,162,21,15,6,246,,13.4,.661,1.0,0.6,1.6,.108,-2.2,-0.9,-3.1,-0.2
868,Charles Cooke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.1,0.1,0.6,0.1,0.5,0.1,0.2,0.0,0.2,0.2,0.1,0.1,0.0,0.5,13,0,2,14,.143,1,8,.125,1,6,.167,.179,1,2,.500,0,2,2,1,1,0,6,,-5.1,.202,-0.2,0.0,-0.2,-0.239,-10.4,-4.0,-14.4,-0.1
869,David Cooke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.8,0.0,0.0,0.3,1.8,0.8,1.7,0.8,0.8,1.7,0.2,0.7,0.0,1.5,6,0,2,11,.182,0,0,,2,11,.182,.182,5,10,.500,5,5,10,1,4,0,9,,6.7,.292,-0.1,0.1,0.0,-0.043,-4.1,0.4,-3.8,0.0
870,Joe Cooke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.7,,,,,0.7,0.8,,,1.6,1.3,,,4.3,73,,134,341,.393,,,,,,,,48,59,.814,,,114,93,,,316,,10.4,.431,-0.6,0.2,-0.4,-0.025,,,,
871,Jack Cooley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.1,0.0,0.0,1.0,2.1,1.0,1.7,1.0,1.3,2.4,0.3,0.3,0.1,2.9,23,0,22,49,.449,0,0,,22,49,.449,.449,23,40,.575,24,31,55,7,7,3,67,,15.6,.503,0.3,0.2,0.5,.137,-2.9,-0.2,-3.1,0.0
872,Chuck Cooper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.7,,,,,2.1,2.8,,,5.9,1.8,,,6.7,409,,933,2750,.339,,,,,,,,859,1156,.743,,,2431,734,,,2725,,11.1,.418,2.5,9.0,11.6,.050,,,,
873,Duane Cooper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0.1,0.4,0.8,1.8,0.4,0.6,0.2,0.5,0.7,2.0,0.2,0.0,2.3,88,2,80,199,.402,8,37,.216,72,162,.444,.422,36,50,.720,15,44,59,178,21,2,204,,7.7,.462,-0.9,0.3,-0.5,-0.032,-3.8,-2.3,-6.1,-0.8
874,Joe Cooper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.7,0.0,0.0,1.9,3.7,0.8,1.5,1.9,2.1,4.0,0.8,0.5,0.9,4.5,24,5,45,89,.506,0,0,,45,89,.506,.506,19,35,.543,46,51,97,19,11,21,109,,10.5,.522,0.0,0.3,0.3,.037,-2.7,-0.2,-2.8,-0.2
875,Michael Cooper,1,0,0,0,5,0,8,1,0,0,0,0,0,0,0,0,0,3.5,7.4,0.5,1.4,3.0,5.9,1.5,1.8,0.8,2.3,3.2,4.2,1.2,0.6,8.9,873,94,3014,6429,.469,428,1260,.340,2586,5169,.500,.502,1273,1529,.833,741,2028,2769,3666,1033,523,7729,,12.8,.544,27.7,24.7,52.5,.107,0.1,1.1,1.2,19.1
876,Sharife Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.1,0.1,0.5,0.2,0.6,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.5,13,0,3,14,.214,1,6,.167,2,8,.250,.250,0,0,,0,5,5,5,0,0,7,,-5.4,.250,-0.2,0.0,-0.2,-0.297,-11.3,-5.0,-16.3,-0.1
877,Wayne Cooper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.2,0.0,0.1,3.3,7.2,1.3,1.8,2.2,4.0,6.2,0.9,0.3,1.6,7.9,984,461,3242,7100,.457,7,48,.146,3235,7052,.459,.457,1286,1747,.736,2149,3946,6095,852,295,1535,7777,,13.4,.494,10.0,26.9,36.9,.087,-2.3,0.0,-2.3,-1.4
878,Tom Copa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.2,0.0,0.0,0.7,1.2,0.1,0.4,0.4,0.7,1.1,0.1,0.1,0.2,1.5,33,1,22,40,.550,0,0,,22,40,.550,.550,4,13,.308,14,22,36,3,2,6,48,,10.7,.525,0.0,0.2,0.2,.078,-5.7,-0.7,-6.4,-0.1
879,Chris Copeland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,5.0,0.9,2.5,1.2,2.5,0.7,0.9,0.4,1.2,1.6,0.6,0.2,0.2,5.8,171,26,366,858,.427,154,422,.365,212,436,.486,.516,112,149,.752,65,207,272,107,32,30,998,,12.4,.540,1.2,1.8,2.9,.067,-0.3,-1.3,-1.6,0.2
